DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
201711609,07/27/2020 12:00:00 AM,07/27/2020 12:00:00 AM,1445,17,Devonshire,1796,1,330,BURGLARY FROM VEHICLE,0344 1609,28,M,H,102.0,SIDEWALK,,,IC,Invest Cont,330.0,,,,BALBOA                       BL,RAYEN                        ST,34.2321,-118.5025
221315548,08/05/2022 12:00:00 AM,08/05/2022 12:00:00 AM,1910,13,Newton,1353,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 0430 1407 1822 0371 0906,26,M,B,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,230.0,998.0,,,VERNON,CENTRAL,34.0039,-118.2565
240304405,01/08/2024 12:00:00 AM,01/08/2024 12:00:00 AM,1240,3,Southwest,359,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 0447 2024 0216,22,F,B,210.0,RESTAURANT/FAST FOOD,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,3700 S  FIGUEROA                     ST,,34.0182,-118.2824
211012965,10/02/2021 12:00:00 AM,07/28/2020 12:00:00 AM,1000,10,West Valley,1037,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 0446 2000 1814 0913 0400 0408,40,F,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,,,,17500    LEMAY                        ST,,34.1919,-118.5175
211111939,08/16/2021 12:00:00 AM,08/15/2021 12:00:00 AM,1500,11,Northeast,1158,2,888,TRESPASSING,1501,82,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888.0,,,,4100    GLENALBYN                    DR,,34.0952,-118.2119
201220699,09/15/2020 12:00:00 AM,09/15/2020 12:00:00 AM,302,12,77th Street,1235,1,330,BURGLARY FROM VEHICLE,1609 1822 0358 1307 0329 0344,31,F,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,1200 W  SLAUSON                      AV,,33.9891,-118.2965
202115914,11/09/2020 12:00:00 AM,10/29/2020 12:00:00 AM,1855,21,Topanga,2189,2,354,THEFT OF IDENTITY,1822 0924 0929,46,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,5400    QUAKERTOWN                   AV,,34.1681,-118.5696
201310070,04/28/2020 12:00:00 AM,04/28/2020 12:00:00 AM,200,13,Newton,1342,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0358 0344 1300,48,M,H,101.0,STREET,,,IC,Invest Cont,331.0,,,,3600 S  SAN PEDRO                    ST,,34.0144,-118.2705
231223555,11/22/2023 12:00:00 AM,11/20/2023 12:00:00 AM,700,12,77th Street,1266,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,300 W  81ST                         ST,,33.9659,-118.2783
211006204,03/13/2021 12:00:00 AM,03/13/2021 12:00:00 AM,520,10,West Valley,1079,2,624,BATTERY - SIMPLE ASSAULT,0416 1300 1278 2002 0359 1310 1822 0446,45,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,15400    VENTURA                      BL,,34.1599,-118.4766
220411379,07/28/2022 12:00:00 AM,07/27/2022 12:00:00 AM,1500,4,Hollenbeck,499,1,310,BURGLARY,0321,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,1400    ESPERANZA                    ST,,34.0173,-118.201
231715495,09/21/2023 12:00:00 AM,09/11/2023 12:00:00 AM,800,17,Devonshire,1777,2,662,"BUNCO, GRAND THEFT",1202 0344 0701,81,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662.0,,,,16300    PLUMMER                      ST,,34.2429,-118.4881
231713456,08/02/2023 12:00:00 AM,07/30/2023 12:00:00 AM,2200,17,Devonshire,1735,1,310,BURGLARY,1609 0352 0321 0344,42,M,O,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,17100    LOS ALIMOS                   ST,,34.266,-118.5056
211609941,07/27/2021 12:00:00 AM,07/15/2021 12:00:00 AM,1630,16,Foothill,1675,2,354,THEFT OF IDENTITY,0377 0344 0935 0929 1822,62,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,10900    VINEDALE                     ST,,34.2277,-118.368
221413458,07/06/2022 12:00:00 AM,07/04/2022 12:00:00 AM,1930,14,Pacific,1467,1,310,BURGLARY,1609 0344 0329 0321,61,M,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,5800 W  76TH                         ST,,33.9715,-118.3831
200309023,03/23/2020 12:00:00 AM,03/23/2020 12:00:00 AM,840,3,Southwest,357,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 1822,0,X,X,402.0,MARKET,,,IC,Invest Cont,442.0,,,,3600 S  VERMONT                      AV,,34.0219,-118.2959
231701331,10/30/2023 12:00:00 AM,10/30/2023 12:00:00 AM,2005,17,Devonshire,1725,1,320,"BURGLARY, ATTEMPTED",1202 1609 1501 1402 0329 1205,87,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320.0,998.0,,,10900    WINNETKA                     AV,,34.2685,-118.5698
220612707,07/04/2022 12:00:00 AM,07/03/2022 12:00:00 AM,1821,6,Hollywood,632,2,888,TRESPASSING,1822 1501 1309,23,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888.0,,,,8600    CRESCENT                     DR,,34.1116,-118.3821
210407878,04/22/2021 12:00:00 AM,04/21/2021 12:00:00 AM,1900,4,Hollenbeck,471,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,729.0,SPECIALTY SCHOOL/OTHER,,,IC,Invest Cont,740.0,,,,1600 E  4TH                          ST,,34.0429,-118.2228
220705067,01/27/2022 12:00:00 AM,01/27/2022 12:00:00 AM,935,7,Wilshire,732,2,354,THEFT OF IDENTITY,1501,28,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,354.0,,,,6100    ORANGE                       ST,,34.064,-118.3614
200407379,03/29/2020 12:00:00 AM,03/29/2020 12:00:00 AM,1230,4,Hollenbeck,462,2,354,THEFT OF IDENTITY,0100,31,F,B,203.0,OTHER BUSINESS,,,IC,Invest Cont,354.0,,,,400 S  BOYLE                        AV,,34.0431,-118.2196
220321619,12/10/2022 12:00:00 AM,12/10/2022 12:00:00 AM,300,3,Southwest,357,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 0445 0446 0913 0411 1402 2000 1821 1241,56,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205.0,KITCHEN KNIFE,AO,Adult Other,236.0,998.0,,,1200 W  36TH                         ST,,34.023,-118.2944
230511976,08/06/2023 12:00:00 AM,08/05/2023 12:00:00 AM,1900,5,Harbor,558,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,709.0,PUBLIC RESTROOM(INDOORS-INSIDE),,,IC,Invest Cont,740.0,,,,00    BERTH,,33.7489,-118.2798
200509440,05/14/2020 12:00:00 AM,05/14/2020 12:00:00 AM,1530,5,Harbor,531,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1202,72,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,1600 W  259TH                        PL,,33.7875,-118.3043
221212095,05/18/2022 12:00:00 AM,12/01/2021 12:00:00 AM,1,12,77th Street,1249,1,121,"RAPE, FORCIBLE",0913 1810 0510 0444 0532 0536 0527,38,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,,,,700 W  GAGE                         AV,,33.9823,-118.2856
221010632,06/20/2022 12:00:00 AM,06/20/2022 12:00:00 AM,2140,10,West Valley,1025,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0913 1814 0448 0446 0400,48,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,LINDLEY,SHERMAN,34.2011,-118.5273
230618220,11/24/2023 12:00:00 AM,11/19/2023 12:00:00 AM,2321,6,Hollywood,645,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1300 0344,29,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,331.0,,,,7000    LANEWOOD                     AV,,34.0992,-118.3414
201511588,06/20/2020 12:00:00 AM,06/06/2020 12:00:00 AM,1010,15,N Hollywood,1512,2,354,THEFT OF IDENTITY,0924 0929 0377,18,M,H,602.0,BANK,,,IC,Invest Cont,354.0,,,,6600    CHARLESWORTH                 AV,,34.1904,-118.4099
201200725,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,645,12,77th Street,1239,1,330,BURGLARY FROM VEHICLE,0358 1822 0216 0321 1607 1402,33,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,330.0,998.0,,,5900    BONSALLO                     AV,,33.986,-118.286
201505988,02/10/2020 12:00:00 AM,02/09/2020 12:00:00 AM,2100,15,N Hollywood,1516,1,330,BURGLARY FROM VEHICLE,1300 1609 1307 0344,34,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,6900    LANKERSHIM                   BL,,34.196,-118.3878
210120272,11/11/2021 12:00:00 AM,11/10/2021 12:00:00 AM,2000,1,Central,159,1,310,BURGLARY,1402 0400 0329 1609 0344 1822,0,X,X,213.0,WAREHOUSE,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,998.0,,,400 S  ALAMEDA                      ST,,34.042,-118.2382
241805450,01/30/2024 12:00:00 AM,01/30/2024 12:00:00 AM,100,18,Southeast,1823,2,624,BATTERY - SIMPLE ASSAULT,0448 0429 0552 0419,44,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,200 E  COLDEN                       AV,,33.9492,-118.2717
202114611,10/08/2020 12:00:00 AM,10/08/2020 12:00:00 AM,110,21,Topanga,2145,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 1420 0344,53,F,W,104.0,DRIVEWAY,,,IC,Invest Cont,420.0,,,,22200    MARLIN                       PL,,34.1969,-118.6136
211807324,03/08/2021 12:00:00 AM,03/08/2021 12:00:00 AM,300,18,Southeast,1863,1,350,"THEFT, PERSON",2034 1822 1300 1309 0344,23,M,B,101.0,STREET,,,IC,Invest Cont,350.0,,,,120TH,STANFORD,33.9237,-118.2622
240504118,01/03/2024 12:00:00 AM,01/03/2024 12:00:00 AM,1115,5,Harbor,509,1,310,BURGLARY,1822 1609 0321 0344,90,F,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,24500    PRESIDENT                    AV,,33.8024,-118.3034
240511275,09/12/2024 12:00:00 AM,09/11/2024 12:00:00 AM,2200,5,Harbor,587,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,600 W  HAMILTON                     AV,,33.7136,-118.2904
212005042,01/29/2021 12:00:00 AM,01/28/2021 12:00:00 AM,1500,20,Olympic,2038,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0385 0344,51,M,H,101.0,STREET,,,IC,Invest Cont,420.0,,,,700 S  WESTMORELAND                 AV,,34.0598,-118.2904
240122924,12/24/2024 12:00:00 AM,12/24/2024 12:00:00 AM,105,1,Central,163,1,330,BURGLARY FROM VEHICLE,0329 0344,46,M,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,800 S  SPRING                       ST,,34.0438,-118.2547
240207376,03/06/2024 12:00:00 AM,03/06/2024 12:00:00 AM,1545,2,Rampart,257,1,761,BRANDISH WEAPON,2002 2038 0913 1310 1309 0334 1312 1814 2000 1402,31,F,B,108.0,PARKING LOT,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,761.0,901.0,998.0,,1400 W  6TH                          ST,,34.0563,-118.2673
242105467,02/01/2024 12:00:00 AM,01/06/2024 12:00:00 AM,1645,21,Topanga,2157,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0394,33,F,K,710.0,OTHER PREMISE,,,IC,Invest Cont,341.0,,,,21000    KITTRIDGE                    ST,,34.1911,-118.5906
220905766,02/16/2022 12:00:00 AM,02/15/2022 12:00:00 AM,1600,9,Van Nuys,948,1,510,VEHICLE - STOLEN,,0,,,104.0,DRIVEWAY,,,IC,Invest Cont,510.0,,,,13400    CHANDLER                     BL,,34.1686,-118.4251
212004752,01/22/2021 12:00:00 AM,01/21/2021 12:00:00 AM,2200,20,Olympic,2023,1,210,ROBBERY,1822 0305 0448 0429 0416 0337 0355 0344 0432 0444,26,F,A,707.0,GARAGE/CARPORT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,400 S  ARDMORE                      AV,,34.0654,-118.3016
221913373,08/18/2022 12:00:00 AM,05/09/2022 12:00:00 AM,400,19,Mission,1981,1,210,ROBBERY,0344 0337 0448 0355 1822,43,M,H,101.0,STREET,113.0,SIMULATED GUN,IC,Invest Cont,210.0,,,,ORION                        AV,TUPPER                       ST,34.2267,-118.4704
230807647,03/26/2023 12:00:00 AM,03/23/2023 12:00:00 AM,2300,8,West LA,886,1,330,BURGLARY FROM VEHICLE,0344 1307 1822,51,M,W,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,1200 S  BEDFORD                      DR,,34.0562,-118.4046
222014654,09/04/2022 12:00:00 AM,09/04/2022 12:00:00 AM,515,20,Olympic,2046,2,931,"REPLICA FIREARMS(SALE,DISPLAY,MANUFACTURE OR DISTRIBUTE)",1402,0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,931.0,,,,800 S  KENMORE                      AV,,34.0577,-118.2965
201318271,10/11/2020 12:00:00 AM,10/10/2020 12:00:00 AM,2200,13,Newton,1377,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,28,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,5700    MORGAN                       AV,,33.9907,-118.2446
200817587,12/15/2020 12:00:00 AM,12/15/2020 12:00:00 AM,1045,8,West LA,881,2,624,BATTERY - SIMPLE ASSAULT,1822 0416,36,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,GRANVILLE                    AV,MISSOURI                     AV,34.0374,-118.4535
210300805,06/02/2021 12:00:00 AM,05/29/2021 12:00:00 AM,1700,3,Southwest,378,1,121,"RAPE, FORCIBLE",2033 1261 1822 1251 1259 1206 0527 0507 1415,17,F,W,109.0,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,,,,700    EXPOSITION                   BL,,34.0181,-118.2846
201800734,06/18/2020 12:00:00 AM,06/16/2020 12:00:00 AM,1400,18,Southeast,1846,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0913 0342 0533 0344 0321 0509 0527 0531 1258 1402,14,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,810.0,998.0,,,11400    SUCCESS                      AV,,33.9306,-118.2493
240313774,09/02/2024 12:00:00 AM,09/02/2024 12:00:00 AM,600,3,Southwest,356,2,354,THEFT OF IDENTITY,0100 0930 1822,38,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1500 W  37TH                         PL,,34.02,-118.3029
